,country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
20546,Iraq,Hit,158,Unhealthy,1,Good,47,Good,0,Good,158,Unhealthy
20555,Brazil,Sao Vicente,252,Very Unhealthy,16,Good,0,Good,47,Good,252,Very Unhealthy
20567,India,Sasni,500,Hazardous,1,Good,46,Good,1,Good,433,Hazardous
20569,India,Shaikhpura,185,Unhealthy,1,Good,91,Moderate,1,Good,185,Unhealthy
20570,India,Shamli,500,Hazardous,4,Good,77,Moderate,9,Good,426,Hazardous
20581,India,Daboh,166,Unhealthy,4,Good,159,Unhealthy,1,Good,166,Unhealthy
20582,Pakistan,Pindi Gheb,179,Unhealthy,2,Good,179,Unhealthy,1,Good,153,Unhealthy
20585,India,Pokaran,500,Hazardous,0,Good,37,Good,0,Good,500,Hazardous
20599,India,Udpura,155,Unhealthy,1,Good,44,Good,0,Good,155,Unhealthy
20614,India,Deori,172,Unhealthy,2,Good,57,Moderate,0,Good,172,Unhealthy
20615,India,Dindori,181,Unhealthy,1,Good,45,Good,0,Good,181,Unhealthy
20624,Philippines,Mabalacat,153,Unhealthy,2,Good,25,Good,7,Good,153,Unhealthy
20630,China,Dongdu,152,Unhealthy,3,Good,152,Unhealthy,3,Good,110,Unhealthy for Sensitive Groups
20637,India,Gumia,156,Unhealthy,3,Good,91,Moderate,2,Good,156,Unhealthy
20664,Pakistan,Sillanwali,177,Unhealthy,3,Good,177,Unhealthy,1,Good,167,Unhealthy
20666,India,Siyana,160,Unhealthy,3,Good,127,Unhealthy for Sensitive Groups,1,Good,160,Unhealthy
20668,India,Satrikh,157,Unhealthy,3,Good,120,Unhealthy for Sensitive Groups,1,Good,157,Unhealthy
20672,India,Shahpur,155,Unhealthy,3,Good,118,Unhealthy for Sensitive Groups,1,Good,155,Unhealthy
20675,India,Kemri,170,Unhealthy,4,Good,170,Unhealthy,1,Good,161,Unhealthy
20677,India,Kichha,156,Unhealthy,3,Good,156,Unhealthy,0,Good,155,Unhealthy
20679,China,Kuche,157,Unhealthy,1,Good,46,Good,0,Good,157,Unhealthy
20684,South Africa,Deneysville,176,Unhealthy,8,Good,10,Good,13,Good,176,Unhealthy
20687,China,Dingtao,200,Unhealthy,4,Good,200,Unhealthy,3,Good,159,Unhealthy
20693,Congo,Nkayi,155,Unhealthy,7,Good,23,Good,1,Good,155,Unhealthy
20714,India,Tindwari,174,Unhealthy,4,Good,96,Moderate,5,Good,174,Unhealthy
20725,Mexico,Puebla,170,Unhealthy,1,Good,34,Good,2,Good,170,Unhealthy
20726,Indonesia,Pundong,160,Unhealthy,5,Good,16,Good,15,Good,160,Unhealthy
20737,China,Zhifang,179,Unhealthy,10,Good,6,Good,40,Good,179,Unhealthy
20740,China,Mudu,166,Unhealthy,6,Good,87,Moderate,17,Good,166,Unhealthy
20743,Mexico,Nextlalpan,173,Unhealthy,4,Good,8,Good,15,Good,173,Unhealthy
20779,India,Haldia,153,Unhealthy,3,Good,73,Moderate,2,Good,153,Unhealthy
20782,China,Huangpi,179,Unhealthy,4,Good,179,Unhealthy,7,Good,155,Unhealthy
20787,Pakistan,Dipalpur,167,Unhealthy,4,Good,95,Moderate,6,Good,167,Unhealthy
20791,India,Ellenabad,171,Unhealthy,3,Good,120,Unhealthy for Sensitive Groups,4,Good,171,Unhealthy
20794,Indonesia,Wonopringgo,163,Unhealthy,6,Good,21,Good,14,Good,163,Unhealthy
20795,China,Xuanwu,164,Unhealthy,8,Good,49,Good,23,Good,164,Unhealthy
20801,India,Wani,162,Unhealthy,2,Good,27,Good,12,Good,162,Unhealthy
20802,Pakistan,Wazirabad,171,Unhealthy,5,Good,34,Good,14,Good,171,Unhealthy
20828,India,Aligarh,173,Unhealthy,5,Good,39,Good,19,Good,173,Unhealthy
20829,India,Amanpur,168,Unhealthy,4,Good,28,Good,34,Good,168,Unhealthy
20838,India,Chhapar,437,Hazardous,1,Good,40,Good,0,Good,325,Hazardous
20846,Angola,Caxito,285,Very Unhealthy,23,Good,31,Good,14,Good,285,Very Unhealthy
20873,China,Tsaotun,202,Very Unhealthy,3,Good,202,Very Unhealthy,11,Good,154,Unhealthy
20875,India,Udayagiri,158,Unhealthy,2,Good,63,Moderate,0,Good,158,Unhealthy
20880,Senegal,Tivaouane,183,Unhealthy,2,Good,18,Good,3,Good,183,Unhealthy
20883,India,Jhalawar,165,Unhealthy,1,Good,41,Good,0,Good,165,Unhealthy
20884,China,Jingcheng,206,Very Unhealthy,6,Good,206,Very Unhealthy,8,Good,157,Unhealthy
20890,India,Fatehgarh,371,Hazardous,1,Good,48,Good,1,Good,307,Hazardous
20919,India,Babrala,195,Unhealthy,3,Good,161,Unhealthy,2,Good,195,Unhealthy
20920,India,Bachhraon,173,Unhealthy,4,Good,173,Unhealthy,2,Good,155,Unhealthy
20930,India,Visavadar,157,Unhealthy,0,Good,26,Good,0,Good,157,Unhealthy
20961,Brazil,Mairipora,180,Unhealthy,9,Good,0,Good,27,Good,180,Unhealthy
20970,India,Nalhati,197,Unhealthy,2,Good,99,Moderate,3,Good,197,Unhealthy
20984,Brazil,Jacarei,166,Unhealthy,8,Good,0,Good,18,Good,166,Unhealthy
20985,Nepal,Janakpur,163,Unhealthy,3,Good,114,Unhealthy for Sensitive Groups,1,Good,163,Unhealthy
20993,Pakistan,Shekhupura,184,Unhealthy,6,Good,40,Good,15,Good,184,Unhealthy
20995,India,Anupgarh,198,Unhealthy,1,Good,80,Moderate,0,Good,198,Unhealthy
21009,India,Sunam,500,Hazardous,1,Good,47,Good,0,Good,452,Hazardous
21026,India,Patancheru,189,Unhealthy,5,Good,22,Good,12,Good,189,Unhealthy
21029,Malaysia,Pengkalan Kundang,162,Unhealthy,5,Good,12,Good,23,Good,162,Unhealthy
21041,China,Xianyang,202,Very Unhealthy,4,Good,202,Very Unhealthy,5,Good,132,Unhealthy for Sensitive Groups
21108,China,Wuxue,158,Unhealthy,4,Good,158,Unhealthy,3,Good,96,Moderate
21110,Mexico,Xico,157,Unhealthy,2,Good,2,Good,16,Good,157,Unhealthy
21116,China,Laohekou,162,Unhealthy,7,Good,31,Good,22,Good,162,Unhealthy
21126,India,Alipur Duar,152,Unhealthy,5,Good,10,Good,11,Good,152,Unhealthy
21131,China,Dezhou,157,Unhealthy,5,Good,100,Unhealthy for Sensitive Groups,15,Good,157,Unhealthy
21146,Pakistan,Mankera,192,Unhealthy,3,Good,116,Unhealthy for Sensitive Groups,3,Good,192,Unhealthy
21150,China,Handan,200,Unhealthy,5,Good,200,Unhealthy,7,Good,163,Unhealthy
21155,India,Kalyani,171,Unhealthy,5,Good,119,Unhealthy for Sensitive Groups,5,Good,171,Unhealthy
21163,Pakistan,Sanghar,175,Unhealthy,1,Good,44,Good,0,Good,175,Unhealthy
21189,Democratic Republic of the Congo,Kikwit,267,Very Unhealthy,16,Good,106,Unhealthy for Sensitive Groups,10,Good,267,Very Unhealthy
21199,India,Maham,184,Unhealthy,4,Good,184,Unhealthy,1,Good,172,Unhealthy
21213,China,Hefei,172,Unhealthy,8,Good,16,Good,33,Good,172,Unhealthy
21221,India,Kantabanji,157,Unhealthy,2,Good,48,Good,1,Good,157,Unhealthy
21223,India,Karnal,161,Unhealthy,4,Good,58,Moderate,7,Good,161,Unhealthy
21232,Pakistan,Okara,171,Unhealthy,4,Good,89,Moderate,6,Good,171,Unhealthy
21238,India,Rajapur,175,Unhealthy,4,Good,105,Unhealthy for Sensitive Groups,5,Good,175,Unhealthy
21261,Venezuela (Bolivarian Republic of),Altagracia De Orituco,153,Unhealthy,1,Good,13,Good,3,Good,153,Unhealthy
21278,India,Bihar,178,Unhealthy,4,Good,156,Unhealthy,1,Good,178,Unhealthy
21293,Pakistan,Daur,169,Unhealthy,1,Good,38,Good,1,Good,169,Unhealthy
21297,India,Bhadasar,500,Hazardous,1,Good,38,Good,0,Good,500,Hazardous
21306,Bangladesh,Raypur,166,Unhealthy,2,Good,36,Good,2,Good,166,Unhealthy
21318,Bangladesh,Bajitpur,174,Unhealthy,2,Good,45,Good,2,Good,174,Unhealthy
21322,Pakistan,Bhag,168,Unhealthy,1,Good,76,Moderate,0,Good,168,Unhealthy
21327,Pakistan,Shahpur City,165,Unhealthy,2,Good,154,Unhealthy,1,Good,165,Unhealthy
21336,Nigeria,Port Harcourt,179,Unhealthy,9,Good,24,Good,8,Good,179,Unhealthy
21343,Indonesia,Serpong,297,Very Unhealthy,14,Good,10,Good,51,Moderate,297,Very Unhealthy
21345,India,Samdari,305,Hazardous,1,Good,33,Good,0,Good,265,Very Unhealthy
21358,Kuwait,Bayan,161,Unhealthy,3,Good,124,Unhealthy for Sensitive Groups,18,Good,161,Unhealthy
21362,India,Bharwari,179,Unhealthy,4,Good,96,Moderate,6,Good,179,Unhealthy
21370,Chile,Chiguayante,155,Unhealthy,3,Good,12,Good,7,Good,155,Unhealthy
21372,India,Chitapur,156,Unhealthy,2,Good,36,Good,3,Good,156,Unhealthy
21383,Pakistan,Dokri,170,Unhealthy,1,Good,49,Good,1,Good,170,Unhealthy
21398,China,Wuhu,155,Unhealthy,4,Good,155,Unhealthy,5,Good,100,Unhealthy for Sensitive Groups
21432,Indonesia,Tulangan,164,Unhealthy,3,Good,10,Good,10,Good,164,Unhealthy
21433,Bangladesh,Tungi,152,Unhealthy,4,Good,18,Good,12,Good,152,Unhealthy
21443,United States of America,Whittier,154,Unhealthy,4,Good,12,Good,26,Good,154,Unhealthy
21447,China,Xiangxiang,185,Unhealthy,13,Good,5,Good,35,Good,185,Unhealthy
21455,India,Sidhpura,165,Unhealthy,4,Good,153,Unhealthy,3,Good,165,Unhealthy
21458,China,Changping,161,Unhealthy,5,Good,156,Unhealthy,9,Good,161,Unhealthy
21462,India,Zaidpur,163,Unhealthy,4,Good,48,Good,8,Good,163,Unhealthy
21469,India,Bansi,152,Unhealthy,3,Good,152,Unhealthy,1,Good,146,Unhealthy for Sensitive Groups
21476,India,Pratapgarh,179,Unhealthy,4,Good,94,Moderate,6,Good,179,Unhealthy
21493,Pakistan,Dunyapur,168,Unhealthy,3,Good,148,Unhealthy for Sensitive Groups,1,Good,168,Unhealthy
21494,Brazil,Duque De Caxias,268,Very Unhealthy,12,Good,9,Good,37,Good,268,Very Unhealthy
21503,India,Ambah,169,Unhealthy,4,Good,161,Unhealthy,1,Good,169,Unhealthy
21509,Mexico,Atenco,198,Unhealthy,4,Good,3,Good,18,Good,198,Unhealthy
21528,India,Lonavale,156,Unhealthy,4,Good,31,Good,5,Good,156,Unhealthy
21537,Pakistan,Daultala,170,Unhealthy,5,Good,29,Good,12,Good,170,Unhealthy
21538,India,Diamond Harbour,156,Unhealthy,4,Good,15,Good,11,Good,156,Unhealthy
21539,India,Dighwara,169,Unhealthy,5,Good,47,Good,7,Good,169,Unhealthy
21543,Pakistan,Garhi Khairo,171,Unhealthy,1,Good,44,Good,3,Good,171,Unhealthy
21545,United States of America,Inkster,154,Unhealthy,4,Good,7,Good,26,Good,154,Unhealthy
21563,China,Tianmen,178,Unhealthy,4,Good,178,Unhealthy,4,Good,129,Unhealthy for Sensitive Groups
21600,India,Koraput,157,Unhealthy,1,Good,44,Good,0,Good,157,Unhealthy
21606,India,Kesabpur,181,Unhealthy,3,Good,94,Moderate,4,Good,181,Unhealthy
21625,India,Jhajjar,180,Unhealthy,4,Good,180,Unhealthy,2,Good,175,Unhealthy
21626,Pakistan,Jhawarian,191,Unhealthy,4,Good,191,Unhealthy,1,Good,172,Unhealthy
21637,Pakistan,Khangarh,189,Unhealthy,3,Good,186,Unhealthy,2,Good,189,Unhealthy
21639,India,Jhunjhunun,500,Hazardous,1,Good,38,Good,0,Good,433,Hazardous
21641,China,Jinsha,207,Very Unhealthy,7,Good,207,Very Unhealthy,9,Good,170,Unhealthy
21678,China,Liyang,163,Unhealthy,4,Good,46,Good,14,Good,163,Unhealthy
21690,China,Yanan,152,Unhealthy,1,Good,41,Good,0,Good,152,Unhealthy
21691,Mali,Nara,164,Unhealthy,1,Good,37,Good,0,Good,164,Unhealthy
21694,India,Nimbahera,159,Unhealthy,1,Good,31,Good,4,Good,159,Unhealthy
21701,India,Sadabad,182,Unhealthy,6,Good,37,Good,18,Good,182,Unhealthy
21706,Brazil,Juquitiba,157,Unhealthy,5,Good,2,Good,18,Good,157,Unhealthy
21717,India,Meghraj,175,Unhealthy,1,Good,37,Good,0,Good,175,Unhealthy
21731,Iran (Islamic Republic of),Yazd,155,Unhealthy,1,Good,54,Moderate,0,Good,155,Unhealthy
21732,Viet Nam,Yen Bai,158,Unhealthy,4,Good,158,Unhealthy,1,Good,100,Unhealthy for Sensitive Groups
21736,Senegal,Ziguinchor,153,Unhealthy,1,Good,25,Good,1,Good,153,Unhealthy
21749,India,Jaunpur,184,Unhealthy,5,Good,63,Moderate,12,Good,184,Unhealthy
21750,China,Jining,158,Unhealthy,6,Good,105,Unhealthy for Sensitive Groups,15,Good,158,Unhealthy
21757,India,Disa,166,Unhealthy,1,Good,30,Good,0,Good,166,Unhealthy
21767,India,Unhel,152,Unhealthy,1,Good,39,Good,0,Good,152,Unhealthy
21791,India,Ambikapur,170,Unhealthy,2,Good,46,Good,2,Good,170,Unhealthy
21793,India,Ashoknagar,158,Unhealthy,3,Good,76,Moderate,2,Good,158,Unhealthy
21812,India,Saurikh,209,Very Unhealthy,2,Good,137,Unhealthy for Sensitive Groups,1,Good,209,Very Unhealthy
21816,Pakistan,Sita Road,182,Unhealthy,1,Good,81,Moderate,1,Good,182,Unhealthy
21818,Senegal,Sokone,162,Unhealthy,2,Good,17,Good,2,Good,162,Unhealthy
21824,India,Halisahar,173,Unhealthy,5,Good,121,Unhealthy for Sensitive Groups,6,Good,173,Unhealthy
21829,China,Huangyan,178,Unhealthy,3,Good,178,Unhealthy,2,Good,118,Unhealthy for Sensitive Groups
21837,India,Jhalu,166,Unhealthy,3,Good,166,Unhealthy,1,Good,152,Unhealthy
21846,India,Nawada,155,Unhealthy,3,Good,140,Unhealthy for Sensitive Groups,1,Good,155,Unhealthy
21847,Nepal,Nepalganj,152,Unhealthy,3,Good,152,Unhealthy,0,Good,150,Unhealthy
21859,Italy,Pianezza,152,Unhealthy,4,Good,17,Good,6,Good,152,Unhealthy
21867,India,Petlad,162,Unhealthy,1,Good,34,Good,0,Good,162,Unhealthy
21879,China,Daxian,195,Unhealthy,13,Good,2,Good,31,Good,195,Unhealthy
21888,Mexico,Cuautitlan Izcalli,210,Very Unhealthy,5,Good,25,Good,11,Good,210,Very Unhealthy
21892,Pakistan,Daska,155,Unhealthy,3,Good,132,Unhealthy for Sensitive Groups,1,Good,155,Unhealthy
21898,China,Haibowan,304,Hazardous,1,Good,42,Good,2,Good,298,Very Unhealthy
21906,Pakistan,Jalalpur Jattan,162,Unhealthy,4,Good,47,Good,8,Good,162,Unhealthy
21907,Mexico,Jiutepec,153,Unhealthy,2,Good,36,Good,4,Good,153,Unhealthy
21929,India,Pulwama,158,Unhealthy,4,Good,22,Good,6,Good,158,Unhealthy
21936,India,Baharampur,158,Unhealthy,4,Good,158,Unhealthy,2,Good,105,Unhealthy for Sensitive Groups
21937,Sudan,Barbar,182,Unhealthy,2,Good,33,Good,0,Good,182,Unhealthy
21956,China,Wuchi,178,Unhealthy,2,Good,178,Unhealthy,8,Good,119,Unhealthy for Sensitive Groups
21968,China,Yichang,167,Unhealthy,8,Good,18,Good,24,Good,167,Unhealthy
21971,China,Zhangye,200,Unhealthy,1,Good,32,Good,2,Good,200,Unhealthy
21972,China,Zunyi,170,Unhealthy,8,Good,7,Good,24,Good,170,Unhealthy
21985,India,Tikamgarh,192,Unhealthy,1,Good,42,Good,0,Good,192,Unhealthy
21986,Mexico,Tlaxcala,281,Very Unhealthy,4,Good,1,Good,15,Good,281,Very Unhealthy
21990,India,Upleta,158,Unhealthy,0,Good,26,Good,0,Good,158,Unhealthy
21992,India,Vartej,153,Unhealthy,0,Good,30,Good,0,Good,153,Unhealthy
22005,India,Bawana,305,Hazardous,3,Good,119,Unhealthy for Sensitive Groups,3,Good,305,Hazardous
22007,India,Bina Etawa,176,Unhealthy,1,Good,41,Good,0,Good,176,Unhealthy
22008,India,Bodh Gaya,188,Unhealthy,2,Good,119,Unhealthy for Sensitive Groups,1,Good,188,Unhealthy
22023,India,Thasra,157,Unhealthy,1,Good,39,Good,0,Good,157,Unhealthy
22045,Pakistan,Kunri,167,Unhealthy,0,Good,38,Good,0,Good,167,Unhealthy
22053,India,Taloda,152,Unhealthy,0,Good,28,Good,0,Good,152,Unhealthy
22055,Mexico,Tecamac,197,Unhealthy,2,Good,13,Good,12,Good,197,Unhealthy
22064,South Africa,Ventersburg,156,Unhealthy,8,Good,4,Good,13,Good,156,Unhealthy
22071,India,Barkhera,500,Hazardous,2,Good,88,Moderate,1,Good,494,Hazardous
22082,India,Rajgarh,204,Very Unhealthy,1,Good,42,Good,0,Good,204,Very Unhealthy
22089,India,Mughal Sarai,181,Unhealthy,4,Good,77,Moderate,7,Good,181,Unhealthy
22102,India,Olpad,155,Unhealthy,1,Good,25,Good,0,Good,155,Unhealthy
22110,India,Surajgarh,500,Hazardous,1,Good,40,Good,0,Good,464,Hazardous
22118,India,Jamai,176,Unhealthy,0,Good,33,Good,0,Good,176,Unhealthy
22134,South Africa,Cullinan,262,Very Unhealthy,16,Good,3,Good,15,Good,262,Very Unhealthy
22153,Pakistan,Sanjwal,203,Very Unhealthy,3,Good,203,Very Unhealthy,3,Good,109,Unhealthy for Sensitive Groups
22154,Brazil,Sao Joao De Meriti,187,Unhealthy,10,Good,0,Good,34,Good,187,Unhealthy
22161,India,Amarwara,154,Unhealthy,0,Good,37,Good,0,Good,154,Unhealthy
22170,China,Dongtai,159,Unhealthy,3,Good,159,Unhealthy,3,Good,121,Unhealthy for Sensitive Groups
22187,Indonesia,Gondang,177,Unhealthy,7,Good,9,Good,17,Good,177,Unhealthy
22195,Pakistan,Jhelum,168,Unhealthy,5,Good,33,Good,11,Good,168,Unhealthy
22228,India,Kaliyaganj,153,Unhealthy,3,Good,89,Moderate,2,Good,153,Unhealthy
22249,India,Sonepur,155,Unhealthy,2,Good,49,Good,1,Good,155,Unhealthy
22259,Russian Federation,Tynda,500,Hazardous,21,Good,8,Good,17,Good,475,Hazardous
22279,China,Linqu,165,Unhealthy,6,Good,83,Moderate,17,Good,165,Unhealthy
22280,China,Lujiang,169,Unhealthy,7,Good,9,Good,31,Good,169,Unhealthy
22283,Indonesia,Jakarta,197,Unhealthy,4,Good,197,Unhealthy,3,Good,155,Unhealthy
22291,India,Fatehpur Sikri,171,Unhealthy,4,Good,154,Unhealthy,1,Good,171,Unhealthy
22299,India,Warangal,164,Unhealthy,2,Good,47,Good,5,Good,164,Unhealthy
22300,India,Wazirganj,157,Unhealthy,4,Good,32,Good,14,Good,157,Unhealthy
22316,Brazil,Aruja,166,Unhealthy,6,Good,1,Good,18,Good,166,Unhealthy
22325,Egypt,Akhmim,153,Unhealthy,1,Good,53,Moderate,1,Good,153,Unhealthy
22329,India,Mursan,175,Unhealthy,4,Good,175,Unhealthy,2,Good,169,Unhealthy
22332,India,Nimaparha,153,Unhealthy,3,Good,68,Moderate,1,Good,153,Unhealthy
22358,Mexico,Cuernavaca,194,Unhealthy,5,Good,6,Good,26,Good,194,Unhealthy
22367,China,Yicheng,153,Unhealthy,3,Good,153,Unhealthy,2,Good,90,Moderate
22378,India,Karimnagar,179,Unhealthy,3,Good,29,Good,20,Good,179,Unhealthy
22382,Indonesia,Rancaekek,207,Very Unhealthy,12,Good,3,Good,31,Good,207,Very Unhealthy
22391,Viet Nam,Thai Binh,173,Unhealthy,8,Good,25,Good,18,Good,173,Unhealthy
22392,Mexico,Tlalmanalco,197,Unhealthy,4,Good,27,Good,10,Good,197,Unhealthy
22404,India,Bhilai,160,Unhealthy,3,Good,40,Good,5,Good,160,Unhealthy
22412,India,Kurud,154,Unhealthy,2,Good,47,Good,1,Good,154,Unhealthy
22414,India,Latehar,171,Unhealthy,3,Good,51,Moderate,3,Good,171,Unhealthy
22425,Qatar,Doha,164,Unhealthy,1,Good,164,Unhealthy,2,Good,144,Unhealthy for Sensitive Groups
22439,Senegal,Sedhiou,177,Unhealthy,1,Good,29,Good,0,Good,177,Unhealthy
22452,India,Amarpatan,184,Unhealthy,1,Good,53,Moderate,0,Good,184,Unhealthy
22453,India,Amta,160,Unhealthy,4,Good,102,Unhealthy for Sensitive Groups,4,Good,160,Unhealthy
22461,China,Binzhou,182,Unhealthy,4,Good,182,Unhealthy,2,Good,135,Unhealthy for Sensitive Groups
22470,India,Narnaul,497,Hazardous,1,Good,41,Good,0,Good,369,Hazardous
22474,Saudi Arabia,Tabuk,175,Unhealthy,1,Good,86,Moderate,0,Good,175,Unhealthy
22475,Chile,Talagante,251,Very Unhealthy,18,Good,0,Good,27,Good,251,Very Unhealthy
22479,Pakistan,Baffa,165,Unhealthy,3,Good,139,Unhealthy for Sensitive Groups,0,Good,165,Unhealthy
22483,Pakistan,Raja Jang,163,Unhealthy,3,Good,163,Unhealthy,1,Good,161,Unhealthy
22492,China,Urumqi,152,Unhealthy,1,Good,68,Moderate,1,Good,152,Unhealthy
22496,India,Tosham,171,Unhealthy,3,Good,162,Unhealthy,1,Good,171,Unhealthy
22500,China,Xiaoshan,159,Unhealthy,4,Good,37,Good,11,Good,159,Unhealthy
22505,India,Toda Raisingh,191,Unhealthy,1,Good,39,Good,0,Good,191,Unhealthy
22524,India,Panna,203,Very Unhealthy,1,Good,45,Good,0,Good,203,Very Unhealthy
22526,India,Sendhwa,152,Unhealthy,0,Good,33,Good,0,Good,152,Unhealthy
22530,India,Kalna,162,Unhealthy,5,Good,114,Unhealthy for Sensitive Groups,4,Good,162,Unhealthy
22531,India,Khekra,203,Very Unhealthy,4,Good,151,Unhealthy,5,Good,203,Very Unhealthy
22534,China,Suozhen,156,Unhealthy,4,Good,149,Unhealthy for Sensitive Groups,6,Good,156,Unhealthy
22541,India,Chichli,152,Unhealthy,1,Good,36,Good,0,Good,152,Unhealthy
22552,India,Ladwa,152,Unhealthy,3,Good,151,Unhealthy,1,Good,152,Unhealthy
22560,India,Miranpur,464,Hazardous,4,Good,171,Unhealthy,5,Good,407,Hazardous
22561,Pakistan,Miro Khan,168,Unhealthy,1,Good,57,Moderate,1,Good,168,Unhealthy
22577,India,Bahjoi,500,Hazardous,1,Good,53,Moderate,1,Good,447,Hazardous
22581,Iran (Islamic Republic of),Borazjan,156,Unhealthy,1,Good,45,Good,0,Good,156,Unhealthy
22599,India,Salaya,153,Unhealthy,0,Good,28,Good,0,Good,153,Unhealthy
22600,India,Salur,158,Unhealthy,1,Good,46,Good,0,Good,158,Unhealthy
22602,Indonesia,Teluknaga,188,Unhealthy,4,Good,188,Unhealthy,3,Good,163,Unhealthy
22608,South Africa,Virginia,160,Unhealthy,4,Good,12,Good,12,Good,160,Unhealthy
22611,Senegal,Waounde,162,Unhealthy,1,Good,26,Good,1,Good,162,Unhealthy
22625,India,Bargi,170,Unhealthy,1,Good,37,Good,0,Good,170,Unhealthy
22630,India,Muri,186,Unhealthy,2,Good,98,Moderate,1,Good,186,Unhealthy
22646,Pakistan,Chak,166,Unhealthy,1,Good,46,Good,0,Good,166,Unhealthy
22648,Gambia,Lamin,153,Unhealthy,1,Good,24,Good,1,Good,153,Unhealthy
22650,Indonesia,Krian,161,Unhealthy,3,Good,137,Unhealthy for Sensitive Groups,1,Good,161,Unhealthy
22655,China,Ximei,167,Unhealthy,3,Good,167,Unhealthy,3,Good,97,Moderate
22662,Bangladesh,Madaripur,172,Unhealthy,2,Good,36,Good,4,Good,172,Unhealthy
22678,Uzbekistan,Zomin,153,Unhealthy,1,Good,40,Good,0,Good,153,Unhealthy
22682,China,Xuanzhou,156,Unhealthy,3,Good,156,Unhealthy,3,Good,111,Unhealthy for Sensitive Groups
22691,India,Sojat,178,Unhealthy,1,Good,32,Good,0,Good,178,Unhealthy
22708,India,Sagauli,253,Very Unhealthy,4,Good,166,Unhealthy,1,Good,253,Very Unhealthy
22725,Egypt,Tahta,162,Unhealthy,1,Good,44,Good,2,Good,162,Unhealthy
22742,India,Titagarh,183,Unhealthy,4,Good,106,Unhealthy for Sensitive Groups,4,Good,183,Unhealthy
22753,India,Chandigarh,166,Unhealthy,5,Good,18,Good,27,Good,166,Unhealthy
22754,Brazil,Embu Guacu,182,Unhealthy,9,Good,0,Good,29,Good,182,Unhealthy
22786,India,Faridkot,163,Unhealthy,3,Good,108,Unhealthy for Sensitive Groups,5,Good,163,Unhealthy
22789,India,Sonipat,216,Very Unhealthy,10,Good,26,Good,32,Good,216,Very Unhealthy
22791,India,Firozabad,169,Unhealthy,4,Good,164,Unhealthy,1,Good,169,Unhealthy
22816,Pakistan,Dijkot,169,Unhealthy,2,Good,142,Unhealthy for Sensitive Groups,1,Good,169,Unhealthy
22823,India,Belaguntha,159,Unhealthy,1,Good,48,Good,0,Good,159,Unhealthy
22824,India,Bilari,500,Hazardous,4,Good,158,Unhealthy,4,Good,457,Hazardous
22826,Pakistan,Dadu,166,Unhealthy,1,Good,40,Good,0,Good,166,Unhealthy
22834,India,Umarkot,159,Unhealthy,1,Good,31,Good,1,Good,159,Unhealthy
22837,India,Rajakhera,250,Very Unhealthy,1,Good,39,Good,1,Good,250,Very Unhealthy
22842,India,Sikandarabad,500,Hazardous,2,Good,42,Good,3,Good,500,Hazardous
22851,India,Mandawar,166,Unhealthy,5,Good,29,Good,13,Good,166,Unhealthy
22887,India,Amethi,167,Unhealthy,4,Good,167,Unhealthy,1,Good,160,Unhealthy
22889,India,Barka Kana,153,Unhealthy,3,Good,103,Unhealthy for Sensitive Groups,1,Good,153,Unhealthy
22895,Bangladesh,Laksham,162,Unhealthy,2,Good,36,Good,3,Good,162,Unhealthy
22897,India,Manawar,152,Unhealthy,0,Good,31,Good,0,Good,152,Unhealthy
22918,India,Ambarnath,181,Unhealthy,7,Good,8,Good,17,Good,181,Unhealthy
22921,China,Yunyang,156,Unhealthy,5,Good,58,Moderate,16,Good,156,Unhealthy
22924,India,Telhara,155,Unhealthy,2,Good,30,Good,3,Good,155,Unhealthy
22928,India,Uniara,177,Unhealthy,2,Good,22,Good,7,Good,177,Unhealthy
22940,India,Guru Har Sahai,171,Unhealthy,2,Good,141,Unhealthy for Sensitive Groups,1,Good,171,Unhealthy
22944,Pakistan,Daro,165,Unhealthy,1,Good,44,Good,0,Good,165,Unhealthy
22952,China,Zouxian,187,Unhealthy,4,Good,187,Unhealthy,5,Good,137,Unhealthy for Sensitive Groups
23000,India,Biswan,152,Unhealthy,3,Good,40,Good,8,Good,152,Unhealthy
23004,Chile,Calama,184,Unhealthy,0,Good,16,Good,0,Good,184,Unhealthy
23007,India,Chanderi,162,Unhealthy,3,Good,62,Moderate,3,Good,162,Unhealthy
23009,China,Yigou,176,Unhealthy,3,Good,176,Unhealthy,4,Good,127,Unhealthy for Sensitive Groups
23011,India,Umrala,156,Unhealthy,0,Good,34,Good,0,Good,156,Unhealthy
23013,China,Xiaolan,153,Unhealthy,5,Good,115,Unhealthy for Sensitive Groups,9,Good,153,Unhealthy
23023,South Africa,Scottsburgh,185,Unhealthy,12,Good,10,Good,15,Good,185,Unhealthy
23027,Venezuela (Bolivarian Republic of),Guacara,159,Unhealthy,3,Good,4,Good,16,Good,159,Unhealthy
23047,China,Homei,204,Very Unhealthy,4,Good,204,Very Unhealthy,9,Good,156,Unhealthy
23050,Pakistan,Kot Diji,179,Unhealthy,1,Good,46,Good,0,Good,179,Unhealthy
23065,India,Mariahu,166,Unhealthy,4,Good,156,Unhealthy,2,Good,166,Unhealthy
